Rxn name	Formula	Gene-reaction association	LB	UB	Objective
RPE	ru5p__D_c  <=> xu5p__D_c 	YJL121C	-999999.00	999999.00	  0.00
SSALy	h2o_c + nadp_c + sucsal_c  -> 2 h_c + nadph_c + succ_c 	YBR006W	  0.00	999999.00	  0.00
PROt2r	h_e + pro__L_e  <=> h_c + pro__L_c 	YKR039W or YOR348C	-999999.00	999999.00	  0.00
RPI	r5p_c  <=> ru5p__D_c 	YOR095C	-999999.00	999999.00	  0.00
SACCD1	L2aadp6sa_c + glu__L_c + h_c + nadph_c  <=> h2o_c + nadp_c + saccrp__L_c 	YNR050C	-999999.00	999999.00	  0.00
SUCCt2r	h_e + succ_e  <=> h_c + succ_c 		-999999.00	999999.00	  0.00
SACCD2	h2o_c + nad_c + saccrp__L_c  <=> akg_c + h_c + lys__L_c + nadh_c 	YIR034C	-999999.00	999999.00	  0.00
PROtm	pro__L_c  <=> pro__L_m 		-999999.00	999999.00	  0.00
SADT	atp_c + h_c + so4_c  -> aps_c + ppi_c 	YJR010W	  0.00	999999.00	  0.00
SAM24MT	amet_c + zymst_c  -> ahcys_c + fecost_c + h_c 	YML008C	  0.00	999999.00	  0.00
SBPP1er	h2o_r + sph1p_r  -> sphgn_r + pi_r 	YJL134W or YKR053C	  0.00	999999.00	  0.00
SBPP2er	h2o_r + psph1p_r  -> psphings_r + pi_r 	YJL134W or YKR053C	  0.00	999999.00	  0.00
SBTD_D2	nad_c + sbt__D_c  -> fru_c + h_c + nadh_c 	YJR159W	  0.00	999999.00	  0.00
SBTD_L	nad_c + sbt__L_c  -> h_c + nadh_c + srb__L_c 	YJR159W	  0.00	999999.00	  0.00
SUCCtm	succ_c + pi_m  -> succ_m + pi_c 	YLR348C	  0.00	999999.00	  0.00
SUCD1m	fad_m + succ_m  <=> fadh2_m + fum_m 	( YKL141W and YKL148C and YLL041C and YLR164W ) or ( YDR178W and YKL148C and YLL041C and YMR118C ) or ( YDR178W and YJL045W and YKL141W and YLL041C ) or ( YDR178W and YKL141W and YKL148C and YLL041C )	-999999.00	999999.00	  0.00
SUCD2_u6m	succ_m + q6_m  <=> fum_m + q6h2_m 	( YDR178W and YKL141W and YKL148C and YLL041C ) or ( YKL141W and YKL148C and YLL041C and YLR164W ) or ( YDR178W and YKL148C and YLL041C and YMR118C ) or ( YDR178W and YJL045W and YKL141W and YLL041C )	-999999.00	999999.00	  0.00
SUCD3_u6m	fadh2_m + q6_m  <=> fad_m + q6h2_m 	( YDR178W and YKL141W and YKL148C and YLL041C ) or ( YKL141W and YKL148C and YLL041C and YLR164W ) or ( YDR178W and YKL148C and YLL041C and YMR118C ) or ( YDR178W and YJL045W and YKL141W and YLL041C )	-999999.00	999999.00	  0.00
SUCFUMtm	fum_m + succ_c  -> fum_c + succ_m 	YJR095W or YLR348C	  0.00	999999.00	  0.00
SUCOASm	atp_m + coa_m + succ_m  <=> adp_m + succoa_m + pi_m 	YGR244C and YOR142W	-999999.00	999999.00	  0.00
SUCRe	h2o_e + sucr_e  -> fru_e + glc__D_e 	YIL162W	  0.00	999999.00	  0.00
SUCRt2	h_e + sucr_e  -> h_c + sucr_c 		  0.00	999999.00	  0.00
SBTR	glc__D_c + h_c + nadph_c  -> nadp_c + sbt__D_c 	YHR104W	  0.00	999999.00	  0.00
SBT_Dt	sbt__D_e  <=> sbt__D_c 		-999999.00	999999.00	  0.00
SBT_Lt	sbt__L_e  <=> sbt__L_c 		-999999.00	999999.00	  0.00
SERAT	accoa_c + ser__L_c  -> acser_c + coa_c 		  0.00	999999.00	  0.00
SULR	5 h_c + 3 nadph_c + so3_c  <=> 3 h2o_c + h2s_c + 3 nadp_c 	YFR030W or YJR137C	-999999.00	999999.00	  0.00
T4HCINNMFM	34hpl_m  -> T4hcinnm_m + h2o_m 		  0.00	999999.00	  0.00
SERPT	h_c + pmtcoa_c + ser__L_c  -> 3dsphgn_c + co2_c + coa_c 	( YDR062W and YMR296C ) and YBR058C_A	  0.00	999999.00	  0.00
PRPPS	atp_c + r5p_c  <=> amp_c + h_c + prpp_c 	YER099C or YOL061W or YBL068W or YHL011C or YKL181W	-999999.00	999999.00	  0.00
SERTRS	atp_c + trnaser_c + ser__L_c  -> amp_c + ppi_c + sertrna_c 	YHR011W or YDR023W	  0.00	999999.00	  0.00
SERt2m	h_c + ser__L_c  <=> h_m + ser__L_m 		-999999.00	999999.00	  0.00
SERt2r	h_e + ser__L_e  <=> h_c + ser__L_c 	YFL055W or YCL025C or YDR508C or YKR039W or YPL265W	-999999.00	999999.00	  0.00
SFGTHi	Sfglutth_c + h2o_c  <=> for_c + gthrd_c + h_c 	YJL068C	-999999.00	999999.00	  0.00
TAGL_SC	h2o_c + 0.01 triglyc_SC_c  -> 0.01 12dgr_SC_c + 0.06 ddca_c + 0.02 dca_c + h_c + 0.27 hdca_c + 0.17 hdcea_c + 0.05 ocdca_c + 0.24 ocdcea_c + 0.09 ocdcya_c + 0.1 ttdca_c 	YDR058C or YMR313C	  0.00	999999.00	  0.00
TALA	g3p_c + s7p_c  <=> f6p_c + e4p_c 	YLR354C or YGR043C	-999999.00	999999.00	  0.00
TAUDO	akg_c + o2_c + taur_c  -> aacald_c + co2_c + h_c + so3_c + succ_c 	YLL057C	  0.00	999999.00	  0.00
TAURt	taur_c  <=> taur_e 		-999999.00	999999.00	  0.00
SHCHD	dscl_c + nadp_c  -> h_c + nadph_c + scl_c 	YBR213W	  0.00	999999.00	  0.00
SHCHF	fe2_c + scl_c  -> 3 h_c + sheme_c 	YBR213W	  0.00	999999.00	  0.00
SHK3Dr	3dhsk_c + h_c + nadph_c  -> nadp_c + skm_c 	YDR127W	  0.00	999999.00	  0.00
SHKK	atp_c + skm_c  -> adp_c + h_c + skm5p_c 	YDR127W	  0.00	999999.00	  0.00
SHSL1	cys__L_c + suchms_c  -> cyst__L_c + h_c + succ_c 		  0.00	999999.00	  0.00
TCHOLAabcv	atp_v + h2o_v + tchola_c  -> adp_v + h_v + pi_v + tchola_v 	YLL048C	  0.00	999999.00	  0.00
THFATm	h2o_m + methf_m  -> 5fthf_m + h_m 	YDR019C and YMR189W and YAL044C and ( YBR221C and YER178W )	  0.00	999999.00	  0.00
THFGLUS	atp_c + glu__L_c + thf_c  <=> adp_c + h_c + pi_c + thfglu_c 	YKL132C or YOR241W or YMR113W	-999999.00	999999.00	  0.00
THIORDXi	h2o2_c + trdrd_c  -> 2 h2o_c + trdox_c 	( YLR043C and YDR453C ) or ( YGR209C and YDR453C )	  0.00	999999.00	  0.00
THIORDXm	h2o2_m + trdrd_m  <=> 2 h2o_m + trdox_m 	YBL064C and YCR083W	-999999.00	999999.00	  0.00
THIORDXni	h2o2_n + trdrd_n  -> 2 h2o_n + trdox_n 	( YIL010W and YLR043C ) or ( YIL010W and YGR209C )	  0.00	999999.00	  0.00
THIORDXp	h2o2_x + trdrd_x  <=> 2 h2o_x + trdox_x 	( YLR109W and YLR043C ) or ( YLR109W and YGR209C )	-999999.00	999999.00	  0.00
SHSL4r	h2o_c + suchms_c  <=> 2obut_c + h_c + nh4_c + succ_c 	YML082W	-999999.00	999999.00	  0.00
SLCBK1	atp_c + sphgn_c  -> adp_c + h_c + sph1p_c 	YLR260W or YOR171C	  0.00	999999.00	  0.00
PRPPtm	prpp_c  <=> prpp_m 		-999999.00	999999.00	  0.00
THMDPe	2 h2o_e + thmpp_e  -> h_e + 2 pi_e + thm_e 	YBR092C	  0.00	999999.00	  0.00
THMDt2	h_e + thymd_e  -> h_c + thymd_c 		  0.00	999999.00	  0.00
THMP	h2o_c + thmmp_c  -> pi_c + thm_c 		  0.00	999999.00	  0.00
PSCVT	pep_c + skm5p_c  -> 3psme_c + pi_c 	YDR127W	  0.00	999999.00	  0.00
THMPPt2m	thmpp_c  -> thmpp_m 	YGR096W	  0.00	999999.00	  0.00
THMPe	h2o_e + thmmp_e  -> pi_e + thm_e 	YBR092C	  0.00	999999.00	  0.00
THRt2r	h_e + thr__L_e  <=> h_c + thr__L_c 	YKR039W or YBR069C or YCL025C or YDR508C	-999999.00	999999.00	  0.00
THYMt3r	h_e + thym_c  <=> h_c + thym_e 		-999999.00	999999.00	  0.00
THZPSN1_SC	achms_c + cys__L_c + h_c + gly_c + xu5p__D_c  -> 4mpetz_c + 4abut_c + ac_c + co2_c + 3 h2o_c + nh4_c + pyr_c 		  0.00	999999.00	  0.00
THZPSN2_SC	achms_c + cys__L_c + h_c + gly_c + r5p_c  -> 4mpetz_c + 4abut_c + ac_c + co2_c + 3 h2o_c + nh4_c + pyr_c 		  0.00	999999.00	  0.00
THMt2	h_e + thm_e  -> h_c + thm_c 	YLR237W or YOR071C or YOR192C	  0.00	999999.00	  0.00
PSERDg_SC	h_g + 0.01 ps_SC_g  -> co2_g + 0.01 pe_SC_g 	YGR170W	  0.00	999999.00	  0.00
THRA2	athr__L_c  -> acald_c + gly_c 	YEL046C	  0.00	999999.00	  0.00
TKT1	r5p_c + xu5p__D_c  <=> g3p_c + s7p_c 	YBR117C or YPR074C	-999999.00	999999.00	  0.00
PSERDm_SC	h_m + 0.01 ps_SC_m  -> co2_m + 0.01 pe_SC_m 	YNL169C	  0.00	999999.00	  0.00
TKT2	e4p_c + xu5p__D_c  <=> f6p_c + g3p_c 	YPR074C or YBR117C	-999999.00	999999.00	  0.00
TMDK1	atp_c + thymd_c  -> adp_c + dtmp_c + h_c 		  0.00	999999.00	  0.00
TMDPK	atp_c + thm_c  -> amp_c + h_c + thmpp_c 	YOR143C	  0.00	999999.00	  0.00
THRA	thr__L_c  -> acald_c + gly_c 	YEL046C	  0.00	999999.00	  0.00
THRD_L	thr__L_c  -> 2obut_c + nh4_c 	YCL064C or YKL218C	  0.00	999999.00	  0.00
THRD_Lm	thr__L_m  -> 2obut_m + nh4_m 	YER086W	  0.00	999999.00	  0.00
THRS	h2o_c + phom_c  -> pi_c + thr__L_c 	YCR053W	  0.00	999999.00	  0.00
THRTRS	atp_c + thr__L_c + trnathr_c  -> amp_c + ppi_c + thrtrna_c 	YIL078W	  0.00	999999.00	  0.00
THRTRSm	atp_m + thr__L_m + trnathr_m  -> amp_m + ppi_m + thrtrna_m 	YKL194C	  0.00	999999.00	  0.00
THRt2m	h_c + thr__L_c  <=> h_m + thr__L_m 		-999999.00	999999.00	  0.00
URIK1	atp_c + uri_c  -> adp_c + h_c + ump_c 	YNR012W	  0.00	999999.00	  0.00
TMDPP	pi_c + thymd_c  <=> 2dr1p_c + thym_c 	YLR209C	-999999.00	999999.00	  0.00
TMDPPK	atp_c + thmpp_c  -> adp_c + thmtp_c 	YOR143C	  0.00	999999.00	  0.00
TMDS	dump_c + mlthf_c  -> dhf_c + dtmp_c 	YOR074C	  0.00	999999.00	  0.00
TMN	h2o_c + thm_c  -> 4mhetz_c + 4ahmmp_c + h_c 		  0.00	999999.00	  0.00
TMPK	atp_c + thmmp_c  <=> adp_c + thmpp_c 		-999999.00	999999.00	  0.00
TMPPP	2mahmp_c + 4mpetz_c + h_c  -> ppi_c + thmmp_c 	YPL214C	  0.00	999999.00	  0.00
TPI	dhap_c  <=> g3p_c 	YDR050C	-999999.00	999999.00	  0.00
TRDOXtp	trdox_c  <=> trdox_x 		-999999.00	999999.00	  0.00
TRDR	h_c + nadph_c + trdox_c  -> nadp_c + trdrd_c 	( YDR353W and YDR353W ) or YLR043C or ( YDR353W and YGR209C )	  0.00	999999.00	  0.00
PSERDv_SC	h_v + 0.01 ps_SC_v  -> co2_v + 0.01 pe_SC_v 	YGR170W	  0.00	999999.00	  0.00
TRDRDtp	trdrd_c  <=> trdrd_x 		-999999.00	999999.00	  0.00
TRDRm	h_m + nadph_m + trdox_m  -> nadp_m + trdrd_m 	YHR106W and YCR083W	  0.00	999999.00	  0.00
TRE6PP	h2o_c + tre6p_c  -> pi_c + tre_c 	( YBR126C and YDR074W and YML100W ) or ( YBR126C and YDR074W and YMR261C )	  0.00	999999.00	  0.00
URIK2	gtp_c + uri_c  -> gdp_c + h_c + ump_c 	YNR012W	  0.00	999999.00	  0.00
URIt2	h_e + uri_e  -> h_c + uri_c 	YBL042C or YAL022C	  0.00	999999.00	  0.00
UTPH1	2 h2o_c + utp_c  -> 2 h_c + 2 pi_c + ump_c 	YER005W	  0.00	999999.00	  0.00
UTPtm	2 h_c + ump_m + utp_c  -> 2 h_m + ump_c + utp_m 	YBR192W	  0.00	999999.00	  0.00
TRE6PS	g6p_c + udpg_c  -> h_c + tre6p_c + udp_c 	( YBR126C and YDR074W and YML100W ) or ( YBR126C and YDR074W and YMR261C )	  0.00	999999.00	  0.00
TREH	h2o_c + tre_c  -> 2 glc__D_c 	YDR001C or YBR001C	  0.00	999999.00	  0.00
PSERS_SC	0.01 cdpdag_SC_c + ser__L_c  <=> cmp_c + h_c + 0.01 ps_SC_c 	YER026C	-999999.00	999999.00	  0.00
TREHv	h2o_v + tre_v  -> 2 glc__D_v 	YPR026W	  0.00	999999.00	  0.00
VALTA	akg_c + val__L_c  <=> 3mob_c + glu__L_c 	YJR148W	-999999.00	999999.00	  0.00
VALTAim	akg_m + val__L_m  -> 3mob_m + glu__L_m 	YHR208W	  0.00	999999.00	  0.00
VALTRS	atp_c + trnaval_c + val__L_c  -> amp_c + ppi_c + valtrna_c 	YGR094W	  0.00	999999.00	  0.00
TREt2	h_e + tre_e  -> h_c + tre_c 		  0.00	999999.00	  0.00
TREt2v	h_c + tre_c  <=> h_v + tre_v 		-999999.00	999999.00	  0.00
VALTRSm	atp_m + trnaval_m + val__L_m  -> amp_m + ppi_m + valtrna_m 	YGR094W	  0.00	999999.00	  0.00
PSERSm_SC	0.01 cdpdag_SC_m + ser__L_m  <=> cmp_m + h_m + 0.01 ps_SC_m 	YER026C	-999999.00	999999.00	  0.00
VALt2m	h_c + val__L_c  <=> h_m + val__L_m 		-999999.00	999999.00	  0.00
VALt2r	h_e + val__L_e  <=> h_c + val__L_c 	YKR039W or YCL025C or YDR046C or YBR069C or YBR068C	-999999.00	999999.00	  0.00
XANt	xan_e  <=> xan_c 		-999999.00	999999.00	  0.00
XPPT	prpp_c + xan_c  -> ppi_c + xmp_c 	YJR133W	  0.00	999999.00	  0.00
XTSNt2	h_e + xtsn_e  -> h_c + xtsn_c 		  0.00	999999.00	  0.00
TRIGS_SC	0.01 12dgr_SC_c + 0.02 dcacoa_c + 0.06 ddcacoa_c + 0.17 hdcoa_c + 0.27 pmtcoa_c + 0.09 ocdycacoa_c + 0.24 odecoa_c + 0.05 stcoa_c + 0.1 tdcoa_c  -> coa_c + 0.01 triglyc_SC_c 	YOR245C or YCR048W or YNR019W	  0.00	999999.00	  0.00
TRPO2	o2_c + trp__L_c  -> Lfmkynr_c 	YJR078W	  0.00	999999.00	  0.00
TRPS1	3ig3p_c + ser__L_c  -> g3p_c + h2o_c + trp__L_c 	YGL026C	  0.00	999999.00	  0.00
TRPTA	akg_c + trp__L_c  <=> glu__L_c + indpyr_c 	YGL202W or YHR137W	-999999.00	999999.00	  0.00
TRPTRS	atp_c + trnatrp_c + trp__L_c  -> amp_c + ppi_c + trptrna_c 	YOL097C	  0.00	999999.00	  0.00
TRPTRSm	atp_m + trnatrp_m + trp__L_m  -> amp_m + ppi_m + trptrna_m 	YDR268W	  0.00	999999.00	  0.00
TRPt2m	h_c + trp__L_c  <=> h_m + trp__L_m 		-999999.00	999999.00	  0.00
TRPt2r	h_e + trp__L_e  <=> h_c + trp__L_c 	YBR069C or YKR039W or YOL020W or YBR068C or YDR046C	-999999.00	999999.00	  0.00
TTCCOAtx	ttccoa_c  <=> ttccoa_x 		-999999.00	999999.00	  0.00
XYLK	atp_c + xylu__D_c  -> adp_c + h_c + xu5p__D_c 	YGR194C	  0.00	999999.00	  0.00
XYLR	h_c + nadph_c + xyl__D_c  -> nadp_c + xylt_c 	YHR104W	  0.00	999999.00	  0.00
XYLTD_D	nad_c + xylt_c  -> h_c + nadh_c + xylu__D_c 	YLR070C	  0.00	999999.00	  0.00
XYLTt	xylt_e  <=> xylt_c 		-999999.00	999999.00	  0.00
TTDCAtr	ttdca_e  <=> ttdca_c 		-999999.00	999999.00	  0.00
TYRNFT	10fthf_c + tyr__L_c  -> Nfortyr_c + h_c + thf_c 	YDR403W	  0.00	999999.00	  0.00
PSERT	3php_c + glu__L_c  -> akg_c + pser__L_c 	YOR184W	  0.00	999999.00	  0.00
TYRTAi	34hpp_c + glu__L_c  -> akg_c + tyr__L_c 	YGL202W or YHR137W or YLR027C	  0.00	999999.00	  0.00
TYRTAim	34hpp_m + glu__L_m  -> akg_m + tyr__L_m 	YKL106W	  0.00	999999.00	  0.00
TYRTAip	34hpp_x + glu__L_x  -> akg_x + tyr__L_x 	YLR027C	  0.00	999999.00	  0.00
XYLt	xyl__D_e  <=> xyl__D_c 		-999999.00	999999.00	  0.00
YUMPS	r5p_c + ura_c  <=> h2o_c + psd5p_c 	YFL001W or YPL212C or YGL063W or YNL292W	-999999.00	999999.00	  0.00
ZYMSTAT_SC	0.655 hdcoa_c + 0.01 hexccoa_c + 0.02 pmtcoa_c + 0.27 odecoa_c + 0.03 stcoa_c + 0.015 tdcoa_c + 0.01 zymst_c  -> coa_c + 0.01 zymstest_SC_c 	YCR048W	  0.00	999999.00	  0.00
ZYMSTESTH_SC	h2o_c + 0.01 zymstest_SC_c  -> h_c + 0.02 hdca_c + 0.655 hdcea_c + 0.01 hexc_c + 0.03 ocdca_c + 0.27 ocdcea_c + 0.015 ttdca_c + 0.01 zymst_c 	YKL140W or YLL012W	  0.00	999999.00	  0.00
TYRTRS	atp_c + trnatyr_c + tyr__L_c  -> amp_c + ppi_c + tyrtrna_c 	YGR185C	  0.00	999999.00	  0.00
TYRTRSm	atp_m + trnatyr_m + tyr__L_m  -> amp_m + ppi_m + tyrtrna_m 	YPL097W	  0.00	999999.00	  0.00
ZYMSTESTH_SCe	h2o_e + 0.01 zymstest_SC_e  -> h_e + 0.02 hdca_e + 0.655 hdcea_e + 0.01 hexc_e + 0.03 ocdca_e + 0.27 ocdcea_e + 0.015 ttdca_e + 0.01 zymst_e 	YLR020C	  0.00	999999.00	  0.00
TYRt2m	h_c + tyr__L_c  <=> h_m + tyr__L_m 		-999999.00	999999.00	  0.00
PSPH1Pter	psph1p_c  -> psph1p_r 		  0.00	999999.00	  0.00
TYRt2p	h_c + tyr__L_c  <=> h_x + tyr__L_x 		-999999.00	999999.00	  0.00
TYRt2r	h_e + tyr__L_e  <=> h_c + tyr__L_c 	YBR069C or YKR039W or YCL025C or YBR068C or YOL020W or YDR046C or YCL025C	-999999.00	999999.00	  0.00
TYRt6	h_v + tyr__L_c  -> h_c + tyr__L_v 	YBR293W or YJR001W	  0.00	999999.00	  0.00
TYRt7	h_v + tyr__L_v  -> h_c + tyr__L_c 	YKL146W or YNL101W	  0.00	999999.00	  0.00
UDPACGLP	acgam1p_c + h_c + utp_c  <=> ppi_c + udpacgal_c 	YDL103C	-999999.00	999999.00	  0.00
ZYMSTt	zymst_e  <=> zymst_c 	YIL013C or YOR011W	-999999.00	999999.00	  0.00
BIOMASS_SC5_notrace	1.1348 13BDglcn_c + 0.4588 ala__L_c + 0.046 amp_c + 0.1607 arg__L_c + 0.1017 asn__L_c + 0.0024 dcmp_c + 0.2975 asp__L_c + 0.0447 cmp_c + 0.0024 dgmp_c + 59.276 atp_c + 0.0066 cys__L_c + 0.0036 dtmp_c + 0.0036 damp_c + 0.0007 ergst_c + 0.5185 glycogen_c + 0.046 gmp_c + 0.1054 gln__L_c + 59.276 h2o_c + 0.3018 glu__L_c + 0.1927 ile__L_c + 0.2904 gly_c + 0.8079 mannan_c + 0.0507 met__L_c + 0.2964 leu__L_c + 0.0663 his__L_c + 0.2862 lys__L_c + 0.1647 pro__L_c + 1.7e-05 ps_SC_c + 6e-06 pa_SC_c + 0.02 so4_c + 5.3e-05 ptd1ino_SC_c + 6e-05 pc_SC_c + 4.5e-05 pe_SC_c + 0.1339 phe__L_c + 0.00099 ribflv_c + 0.1914 thr__L_c + 0.0284 trp__L_c + 0.1854 ser__L_c + 0.0234 tre_c + 6.6e-05 triglyc_SC_c + 0.102 tyr__L_c + 0.0599 ump_c + 0.2646 val__L_c + 0.0015 zymst_c  -> 59.276 adp_c + 58.7 h_c + 59.305 pi_c 		  0.00	999999.00	  1.00
SERD_L	ser__L_c  -> nh4_c + pyr_c 	YCL064C or YIL167W	  0.00	999999.00	  0.00
UDPG4E	udpg_c  <=> udpgal_c 	YBR019C	-999999.00	999999.00	  0.00
PSPHPL	psph1p_c  -> 2hhxdal_c + ethamp_c 	YDR294C	  0.00	999999.00	  0.00
UDPGALt2g	udpgal_c  -> udpgal_g 	YPL244C	  0.00	999999.00	  0.00
UGLT	gal1p_c + udpg_c  <=> g1p_c + udpgal_c 	YBR018C	-999999.00	999999.00	  0.00
UGLYCH	h2o_c + 2 h_c + urdglyc_c  <=> co2_c + glx_c + 2 nh4_c 	YIR032C	-999999.00	999999.00	  0.00
PSPHS	h_c + nadph_c + o2_c + sphgn_c  -> h2o_c + nadp_c + psphings_c 	YDR297W	  0.00	999999.00	  0.00
UMPK	atp_c + ump_c  <=> adp_c + udp_c 	YKL024C	-999999.00	999999.00	  0.00
PSP_L	h2o_c + pser__L_c  -> pi_c + ser__L_c 	YGR208W	  0.00	999999.00	  0.00
UMPKn	atp_n + ump_n  <=> adp_n + udp_n 	YKL024C	-999999.00	999999.00	  0.00
UMPtn	ump_c  <=> ump_n 		-999999.00	999999.00	  0.00
PStg_SC	ps_SC_c  <=> ps_SC_g 		-999999.00	999999.00	  0.00
PStm_SC	ps_SC_c  <=> ps_SC_m 		-999999.00	999999.00	  0.00
UNK3	2kmb_c + glu__L_c  -> akg_c + met__L_c 		  0.00	999999.00	  0.00
UPP3MT	2 amet_c + uppg3_c  -> 2 ahcys_c + dscl_c + h_c 	YKR069W	  0.00	999999.00	  0.00
PStv_SC	ps_SC_c  <=> ps_SC_v 		-999999.00	999999.00	  0.00
UPP3S	hmbil_c  -> h2o_c + uppg3_c 	YOR278W	  0.00	999999.00	  0.00
UPPDC1	4 h_c + uppg3_c  -> 4 co2_c + cpppg3_c 	YDR047W	  0.00	999999.00	  0.00
UPPRT	prpp_c + ura_c  -> ppi_c + ump_c 	YHR128W	  0.00	999999.00	  0.00
PTD1INOtn_SC	ptd1ino_SC_c  <=> ptd1ino_SC_n 		-999999.00	999999.00	  0.00
URAt2	h_e + ura_e  -> h_c + ura_c 	YBR021W	  0.00	999999.00	  0.00
PTD4INOtn_SC	ptd4ino_SC_c  <=> ptd4ino_SC_n 		-999999.00	999999.00	  0.00
UREA2t2	2 h_e + urea_e  <=> 2 h_c + urea_c 	YHL016C	-999999.00	999999.00	  0.00
UREASE	atp_c + hco3_c + urea_c  <=> adp_c + allphn_c + h_c + pi_c 	YBR208C	-999999.00	999999.00	  0.00
PTE10x	dcacoa_x + h2o_x  -> dca_x + coa_x + h_x 	YJR019C	  0.00	999999.00	  0.00
URIDK2r	atp_c + dump_c  <=> adp_c + dudp_c 	YKL024C	-999999.00	999999.00	  0.00
URIDK2rn	atp_n + dump_n  <=> adp_n + dudp_n 	YKL024C	-999999.00	999999.00	  0.00
PTE11x	ddcacoa_x + h2o_x  -> ddca_x + coa_x + h_x 	YJR019C	  0.00	999999.00	  0.00
PTE12x	h2o_x + ttccoa_x  -> coa_x + h_x + ttc_x 	YJR019C	  0.00	999999.00	  0.00
PTE2x	h2o_x + pmtcoa_x  -> coa_x + h_x + hdca_x 	YJR019C	  0.00	999999.00	  0.00
PTE7x	h2o_x + tdcoa_x  -> coa_x + h_x + ttdca_x 	YJR019C	  0.00	999999.00	  0.00
PTE8x	h2o_x + stcoa_x  -> coa_x + h_x + ocdca_x 	YJR019C	  0.00	999999.00	  0.00
PTE9x	h2o_x + occoa_x  -> coa_x + h_x + octa_x 	YJR019C	  0.00	999999.00	  0.00
PTPATi	atp_c + h_c + pan4p_c  -> dpcoa_c + ppi_c 		  0.00	999999.00	  0.00
PTPATim	atp_m + h_m + pan4p_m  -> dpcoa_m + ppi_m 		  0.00	999999.00	  0.00
PTRCt3i	h_c + ptrc_e  -> h_e + ptrc_c 	YOR273C or YLL028W	  0.00	999999.00	  0.00
PTRCtex2	ptrc_c  -> ptrc_e 	YKL174C	  0.00	999999.00	  0.00
PUNP1	adn_c + pi_c  <=> ade_c + r1p_c 	YLR209C	-999999.00	999999.00	  0.00
PUNP1m	adn_m + pi_m  <=> ade_m + r1p_m 	YLR209C	-999999.00	999999.00	  0.00
PUNP2	dad_2_c + pi_c  <=> 2dr1p_c + ade_c 	YLR209C	-999999.00	999999.00	  0.00
PUNP3	gsn_c + pi_c  <=> gua_c + r1p_c 	YLR209C	-999999.00	999999.00	  0.00
PUNP3m	gsn_m + pi_m  <=> gua_m + r1p_m 	YLR209C	-999999.00	999999.00	  0.00
PUNP4	dgsn_c + pi_c  <=> 2dr1p_c + gua_c 	YLR209C	-999999.00	999999.00	  0.00
PUNP5	ins_c + pi_c  <=> hxan_c + r1p_c 	YLR209C	-999999.00	999999.00	  0.00
PUNP6	din_c + pi_c  <=> 2dr1p_c + hxan_c 	YLR209C	-999999.00	999999.00	  0.00
PUNP7	pi_c + xtsn_c  <=> r1p_c + xan_c 	YLR209C	-999999.00	999999.00	  0.00
PYAM5PO	h2o_c + o2_c + pyam5p_c  -> h2o2_c + nh4_c + pydx5p_c 	YBR035C	  0.00	999999.00	  0.00
PYDAMK	atp_c + pydam_c  -> adp_c + h_c + pyam5p_c 		  0.00	999999.00	  0.00
PYDXK	atp_c + pydx_c  -> adp_c + h_c + pydx5p_c 		  0.00	999999.00	  0.00
PYDXNK	atp_c + pydxn_c  -> adp_c + h_c + pdx5p_c 		  0.00	999999.00	  0.00
PYDXNO	o2_c + pydxn_c  <=> h2o2_c + pydx_c 	YBR035C	-999999.00	999999.00	  0.00
PYDXO	2 h2o_c + nh4_c + 0.5 o2_c + pydx_c  <=> 2 h2o2_c + pydam_c 	YBR035C	-999999.00	999999.00	  0.00
PYK	adp_c + h_c + pep_c  -> atp_c + pyr_c 	YAL038W or YOR347C	  0.00	999999.00	  0.00
PYNP2r	pi_c + uri_c  <=> r1p_c + ura_c 		-999999.00	999999.00	  0.00
PYR5CDm	glu5sa_m + h2o_m + nadp_m  -> glu__L_m + 2 h_m + nadph_m 	YHR037W	  0.00	999999.00	  0.00
PYRDC	h_c + pyr_c  -> acald_c + co2_c 	YGR087C or YLR134W or YLR044C	  0.00	999999.00	  0.00
added_3dhsk_34dhbz	3dhsk_c  -> h2o_c + 34dhbz_c 		  0.00	999999.00	  0.00
added_34dhbz_34dhbald	atp_c + h_c + nadph_c + 34dhbz_c  <=> amp_c + ppi_c + nadp_c + 34dhbald_c 		-999999.00	999999.00	  0.00
added_tyr__L_tym	h_c + tyr__L_c  -> co2_c + tym_c 		  0.00	999999.00	  0.00
added_tym_34dhbald_norcrg	34dhbald_c + tym_c  -> h2o_c + h_c + norcrg_c 		  0.00	999999.00	  0.00
added_norcrg_norbell	h_c + nadph_c + norcrg_c  -> nadp_c + norbell_c 		  0.00	999999.00	  0.00
added_norbell_4omet	amet_c + norbell_c  -> ahcys_c + h_c + 4omet_c 		  0.00	999999.00	  0.00
added_aux_4omet	4omet_c  <=> 4omet_e 		-999999.00	999999.00	  0.00
added_EX_4omet_e	4omet_e  -> 		  1.00	999999.00	  0.00
