Rxn name	Formula	Gene-reaction association	LB	UB	Objective
ERGSTESTH_SCe	0.01 ergstest_SC_e + h2o_e  -> 0.01 ergst_e + h_e + 0.02 hdca_e + 0.655 hdcea_e + 0.01 hexc_e + 0.03 ocdca_e + 0.27 ocdcea_e + 0.015 ttdca_e 	YLR020C	  0.00	999999.00	  0.00
ERGSTGLCT	ergst_c + udpg_c  -> ergst3glc_c + h_c + udp_c 	YLR189C	  0.00	999999.00	  0.00
D_LACDm	2 ficytc_m + lac__D_m  -> 2 focytc_m + pyr_m 	( YJR048W and YDL178W ) or ( YEL039C and YDL178W )	  0.00	999999.00	  0.00
D_LACt2	h_e + lac__D_e  <=> h_c + lac__D_c 	YKL217W	-999999.00	999999.00	  0.00
D_LACt2m	lac__D_c + pyr_m  <=> lac__D_m + pyr_c 		-999999.00	999999.00	  0.00
D_LACtm	h_c + lac__D_c  <=> h_m + lac__D_m 		-999999.00	999999.00	  0.00
E4HGLUtm	e4hglu_c  <=> e4hglu_m 		-999999.00	999999.00	  0.00
ERGSTt	ergst_e  <=> ergst_c 	YIL013C or YOR011W	-999999.00	999999.00	  0.00
ERGSTter	ergst_r  <=> ergst_c 		-999999.00	999999.00	  0.00
ERGTETROLter	ergtetrol_c  <=> ergtetrol_r 		-999999.00	999999.00	  0.00
E4HGLUtp	e4hglu_c  <=> e4hglu_x 		-999999.00	999999.00	  0.00
E4Ptm	e4p_c  <=> e4p_m 		-999999.00	999999.00	  0.00
ETHAK	atp_c + etha_c  -> adp_c + ethamp_c + h_c 	YDR147W	  0.00	999999.00	  0.00
5AOPt2	5aop_e + h_e  -> 5aop_c + h_c 	YDL210W	  0.00	999999.00	  0.00
ETHAPT_SC	0.01 12dgr_SC_c + cdpea_c  <=> cmp_c + h_c + 0.01 pe_SC_c 	YHR123W	-999999.00	999999.00	  0.00
ETHAt	etha_e  <=> etha_c 		-999999.00	999999.00	  0.00
ETOHt	etoh_e  <=> etoh_c 		-999999.00	999999.00	  0.00
ETOHtm	etoh_c  <=> etoh_m 		-999999.00	999999.00	  0.00
ECOAH11p	hxc2coa_x + h2o_x  <=> 3hxccoa_x 	YKR009C	-999999.00	999999.00	  0.00
EX_ergst_e	ergst_e  -> 		  0.00	999999.00	  0.00
EX_ergstest_SC_e	ergstest_SC_e  -> 		  0.00	999999.00	  0.00
EX_13BDglcn_e	13BDglcn_e  -> 		  0.00	999999.00	  0.00
EX_etha_e	etha_e  -> 		  0.00	999999.00	  0.00
EX_2hb_e	2hb_e  -> 		  0.00	999999.00	  0.00
EX_etoh_e	etoh_e  -> 		  0.00	999999.00	  0.00
5AOPtm	5aop_c  <=> 5aop_m 		-999999.00	999999.00	  0.00
EX_fe2_e	fe2_e  <=> 		-999999.00	999999.00	  0.00
EX_fecost_e	fecost_e  -> 		  0.00	999999.00	  0.00
EX_2mbac_e	2mbac_e  -> 		  0.00	999999.00	  0.00
EX_2mbald_e	2mbald_e  -> 		  0.00	999999.00	  0.00
EX_2mbtoh_e	2mbtoh_e  -> 		  0.00	999999.00	  0.00
EX_2mppal_e	2mppal_e  -> 		  0.00	999999.00	  0.00
EX_2phetoh_e	2phetoh_e  -> 		  0.00	999999.00	  0.00
EX_fecostest_SC_e	fecostest_SC_e  -> 		  0.00	999999.00	  0.00
EX_fmn_e	fmn_e  -> 		  0.00	999999.00	  0.00
EX_3c3hmp_e	3c3hmp_e  -> 		  0.00	999999.00	  0.00
6PGLter	6pgl_c  <=> 6pgl_r 		-999999.00	999999.00	  0.00
EX_3mbald_e	3mbald_e  -> 		  0.00	999999.00	  0.00
EX_for_e	for_e  -> 		  0.00	999999.00	  0.00
EX_fru_e	fru_e  -> 		  0.00	999999.00	  0.00
EX_3mop_e	3mop_e  -> 		  0.00	999999.00	  0.00
8AONNt2	8aonn_e + h_e  <=> 8aonn_c + h_c 	YNR056C	-999999.00	999999.00	  0.00
EX_4abut_e	4abut_e  -> 		  0.00	999999.00	  0.00
EX_fum_e	fum_e  -> 		  0.00	999999.00	  0.00
EX_g3pc_e	g3pc_e  -> 		  0.00	999999.00	  0.00
EX_4abz_e	4abz_e  -> 		  0.00	999999.00	  0.00
AABTN	4aabutn_c + h2o_c  -> 4abut_c + ac_c 		  0.00	999999.00	  0.00
EX_5aop_e	5aop_e  -> 		  0.00	999999.00	  0.00
EX_g3pi_e	g3pi_e  -> 		  0.00	999999.00	  0.00
EX_gal_e	gal_e  -> 		  0.00	999999.00	  0.00
EX_8aonn_e	8aonn_e  -> 		  0.00	999999.00	  0.00
EX_Nbfortyr_e	Nbfortyr_e  -> 		  0.00	999999.00	  0.00
EX_abt_e	abt_e  -> 		  0.00	999999.00	  0.00
EX_ac_e	ac_e  -> 		  0.00	999999.00	  0.00
EX_acald_e	acald_e  -> 		  0.00	999999.00	  0.00
EX_aces_e	aces_e  -> 		  0.00	999999.00	  0.00
EX_galur_e	galur_e  -> 		  0.00	999999.00	  0.00
EX_gam6p_e	gam6p_e  -> 		  0.00	999999.00	  0.00
EX_gcald_e	gcald_e  -> 		  0.00	999999.00	  0.00
EX_glc__D_e	glc__D_e  <=> 		-100.00	999999.00	  0.00
EX_gln__L_e	gln__L_e  -> 		  0.00	999999.00	  0.00
EX_glu__L_e	glu__L_e  -> 		  0.00	999999.00	  0.00
EX_glx_e	glx_e  -> 		  0.00	999999.00	  0.00
EX_ade_e	ade_e  -> 		  0.00	999999.00	  0.00
EX_adn_e	adn_e  -> 		  0.00	999999.00	  0.00
EX_akg_e	akg_e  -> 		  0.00	999999.00	  0.00
EX_ala__L_e	ala__L_e  -> 		  0.00	999999.00	  0.00
EX_gly_e	gly_e  -> 		  0.00	999999.00	  0.00
EX_glyc_e	glyc_e  -> 		  0.00	999999.00	  0.00
AACTOOR	aact_c + h2o_c + o2_c  -> h2o2_c + mthgxl_c + nh4_c 		  0.00	999999.00	  0.00
EX_gsn_e	gsn_e  -> 		  0.00	999999.00	  0.00
EX_gthox_e	gthox_e  -> 		  0.00	999999.00	  0.00
EX_gthrd_e	gthrd_e  -> 		  0.00	999999.00	  0.00
EX_alltn_e	alltn_e  -> 		  0.00	999999.00	  0.00
EX_alltt_e	alltt_e  -> 		  0.00	999999.00	  0.00
EX_amet_e	amet_e  -> 		  0.00	999999.00	  0.00
EX_arab__D_e	arab__D_e  -> 		  0.00	999999.00	  0.00
EX_arab__L_e	arab__L_e  -> 		  0.00	999999.00	  0.00
EX_gua_e	gua_e  -> 		  0.00	999999.00	  0.00
EX_arg__L_e	arg__L_e  -> 		  0.00	999999.00	  0.00
EX_h2o_e	h2o_e  <=> 		-999999.00	999999.00	  0.00
AASAD1	L2aadp_c + atp_c + h_c + nadph_c  -> L2aadp6sa_c + amp_c + ppi_c + nadp_c 	YBR115C and YGL154C	  0.00	999999.00	  0.00
EX_h_e	h_e  <=> 		-999999.00	999999.00	  0.00
EX_hdca_e	hdca_e  -> 		  0.00	999999.00	  0.00
EX_hdcea_e	hdcea_e  -> 		  0.00	999999.00	  0.00
EX_asn__L_e	asn__L_e  -> 		  0.00	999999.00	  0.00
EX_asp__L_e	asp__L_e  -> 		  0.00	999999.00	  0.00
EX_btd_RR_e	btd_RR_e  -> 		  0.00	999999.00	  0.00
EX_btn_e	btn_e  -> 		  0.00	999999.00	  0.00
EX_hexc_e	hexc_e  -> 		  0.00	999999.00	  0.00
AASAD2	L2aadp_c + atp_c + h_c + nadh_c  -> L2aadp6sa_c + amp_c + nad_c + ppi_c 	YBR115C and YGL154C	  0.00	999999.00	  0.00
EX_his__L_e	his__L_e  -> 		  0.00	999999.00	  0.00
EX_hxan_e	hxan_e  -> 		  0.00	999999.00	  0.00
EX_iamac_e	iamac_e  -> 		  0.00	999999.00	  0.00
EX_iamoh_e	iamoh_e  -> 		  0.00	999999.00	  0.00
EX_ibutac_e	ibutac_e  -> 		  0.00	999999.00	  0.00
EX_chol_e	chol_e  -> 		  0.00	999999.00	  0.00
EX_cit_e	cit_e  -> 		  0.00	999999.00	  0.00
EX_co2_e	co2_e  -> 		  0.00	999999.00	  0.00
EX_crn_e	crn_e  -> 		  0.00	999999.00	  0.00
EX_csn_e	csn_e  -> 		  0.00	999999.00	  0.00
EX_cys__L_e	cys__L_e  -> 		  0.00	999999.00	  0.00
EX_cytd_e	cytd_e  -> 		  0.00	999999.00	  0.00
EX_dad_2_e	dad_2_e  -> 		  0.00	999999.00	  0.00
EX_dann_e	dann_e  -> 		  0.00	999999.00	  0.00
EX_ibutoh_e	ibutoh_e  -> 		  0.00	999999.00	  0.00
EX_id3acald_e	id3acald_e  -> 		  0.00	999999.00	  0.00
EX_ile__L_e	ile__L_e  -> 		  0.00	999999.00	  0.00
EX_ind3eth_e	ind3eth_e  -> 		  0.00	999999.00	  0.00
EX_inost_e	inost_e  -> 		  0.00	999999.00	  0.00
EX_dca_e	dca_e  -> 		  0.00	999999.00	  0.00
EX_dcyt_e	dcyt_e  -> 		  0.00	999999.00	  0.00
EX_ddca_e	ddca_e  -> 		  0.00	999999.00	  0.00
EX_ins_e	ins_e  -> 		  0.00	999999.00	  0.00
EX_k_e	k_e  <=> 		-999999.00	999999.00	  0.00
EX_dgsn_e	dgsn_e  -> 		  0.00	999999.00	  0.00
EX_din_e	din_e  -> 		  0.00	999999.00	  0.00
EX_lac__D_e	lac__D_e  -> 		  0.00	999999.00	  0.00
AATA	2oxoadp_c + glu__L_c  <=> L2aadp_c + akg_c 		-999999.00	999999.00	  0.00
EX_lac__L_e	lac__L_e  -> 		  0.00	999999.00	  0.00
EX_lanost_e	lanost_e  -> 		  0.00	999999.00	  0.00
EX_lanostest_SC_e	lanostest_SC_e  -> 		  0.00	999999.00	  0.00
EX_dttp_e	dttp_e  -> 		  0.00	999999.00	  0.00
EX_duri_e	duri_e  -> 		  0.00	999999.00	  0.00
EX_leu__L_e	leu__L_e  -> 		  0.00	999999.00	  0.00
ABTA	4abut_c + akg_c  -> glu__L_c + sucsal_c 	YGR019W	  0.00	999999.00	  0.00
EX_lys__L_e	lys__L_e  -> 		  0.00	999999.00	  0.00
EX_mal__L_e	mal__L_e  -> 		  0.00	999999.00	  0.00
EX_malt_e	malt_e  -> 		  0.00	999999.00	  0.00
EX_ribflv_e	ribflv_e  -> 		  0.00	999999.00	  0.00
EX_sbt__D_e	sbt__D_e  -> 		  0.00	999999.00	  0.00
EX_man_e	man_e  -> 		  0.00	999999.00	  0.00
ABTt	abt_e  <=> abt_c 		-999999.00	999999.00	  0.00
EX_melib_e	melib_e  -> 		  0.00	999999.00	  0.00
EX_met__L_e	met__L_e  -> 		  0.00	999999.00	  0.00
EX_mmet_e	mmet_e  -> 		  0.00	999999.00	  0.00
EX_na1_e	na1_e  <=> 		-999999.00	999999.00	  0.00
EX_nac_e	nac_e  -> 		  0.00	999999.00	  0.00
EX_sbt__L_e	sbt__L_e  -> 		  0.00	999999.00	  0.00
EX_ser__L_e	ser__L_e  -> 		  0.00	999999.00	  0.00
EX_so3_e	so3_e  -> 		  0.00	999999.00	  0.00
EX_so4_e	so4_e  <=> 		-999999.00	999999.00	  0.00
EX_spmd_e	spmd_e  -> 		  0.00	999999.00	  0.00
EX_sprm_e	sprm_e  -> 		  0.00	999999.00	  0.00
EX_srb__L_e	srb__L_e  -> 		  0.00	999999.00	  0.00
EX_succ_e	succ_e  -> 		  0.00	999999.00	  0.00
EX_nadp_e	nadp_e  -> 		  0.00	999999.00	  0.00
EX_nh4_e	nh4_e  <=> 		-999999.00	999999.00	  0.00
EX_nmn_e	nmn_e  -> 		  0.00	999999.00	  0.00
EX_sucr_e	sucr_e  -> 		  0.00	999999.00	  0.00
EX_o2_e	o2_e  <=> 		-1000.00	999999.00	  0.00
EX_taur_e	taur_e  -> 		  0.00	999999.00	  0.00
ABUTDm	4abutn_m + h2o_m + nad_m  -> 4abut_m + 2 h_m + nadh_m 	YOR374W or YER073W	  0.00	999999.00	  0.00
EX_thm_e	thm_e  -> 		  0.00	999999.00	  0.00
EX_oaa_e	oaa_e  -> 		  0.00	999999.00	  0.00
EX_ocdca_e	ocdca_e  -> 		  0.00	999999.00	  0.00
EX_ocdcea_e	ocdcea_e  -> 		  0.00	999999.00	  0.00
ABUTt2r	4abut_e + h_e  <=> 4abut_c + h_c 	YOR348C or YDL210W	-999999.00	999999.00	  0.00
EX_ocdcya_e	ocdcya_e  -> 		  0.00	999999.00	  0.00
EX_orn_e	orn_e  -> 		  0.00	999999.00	  0.00
EX_thmmp_e	thmmp_e  -> 		  0.00	999999.00	  0.00
EX_thmpp_e	thmpp_e  -> 		  0.00	999999.00	  0.00
EX_thr__L_e	thr__L_e  -> 		  0.00	999999.00	  0.00
EX_thym_e	thym_e  -> 		  0.00	999999.00	  0.00
EX_pacald_e	pacald_e  -> 		  0.00	999999.00	  0.00
EX_pap_e	pap_e  -> 		  0.00	999999.00	  0.00
EX_thymd_e	thymd_e  -> 		  0.00	999999.00	  0.00
ACACT1r	2 accoa_c  -> aacoa_c + coa_c 	YPL028W	  0.00	999999.00	  0.00
EX_tre_e	tre_e  -> 		  0.00	999999.00	  0.00
EX_trp__L_e	trp__L_e  -> 		  0.00	999999.00	  0.00
EX_pc_SC_e	pc_SC_e  -> 		  0.00	999999.00	  0.00
EX_pectin_e	pectin_e  -> 		  0.00	999999.00	  0.00
EX_pepd_e	pepd_e  -> 		  0.00	999999.00	  0.00
EX_phe__L_e	phe__L_e  -> 		  0.00	999999.00	  0.00
EX_pheac_e	pheac_e  -> 		  0.00	999999.00	  0.00
EX_pi_e	pi_e  <=> 		-999999.00	999999.00	  0.00
EX_pnto__R_e	pnto__R_e  -> 		  0.00	999999.00	  0.00
EX_ttdca_e	ttdca_e  -> 		  0.00	999999.00	  0.00
EX_tyr__L_e	tyr__L_e  -> 		  0.00	999999.00	  0.00
EX_ura_e	ura_e  -> 		  0.00	999999.00	  0.00
EX_urea_e	urea_e  -> 		  0.00	999999.00	  0.00
EX_uri_e	uri_e  -> 		  0.00	999999.00	  0.00
EX_val__L_e	val__L_e  -> 		  0.00	999999.00	  0.00
EX_xan_e	xan_e  -> 		  0.00	999999.00	  0.00
EX_xtsn_e	xtsn_e  -> 		  0.00	999999.00	  0.00
EX_pro__L_e	pro__L_e  -> 		  0.00	999999.00	  0.00
EX_ptd1ino_SC_e	ptd1ino_SC_e  -> 		  0.00	999999.00	  0.00
EX_ptrc_e	ptrc_e  -> 		  0.00	999999.00	  0.00
EX_pyr_e	pyr_e  -> 		  0.00	999999.00	  0.00
EX_xyl__D_e	xyl__D_e  -> 		  0.00	999999.00	  0.00
EX_xylt_e	xylt_e  -> 		  0.00	999999.00	  0.00
EX_rib__D_e	rib__D_e  -> 		  0.00	999999.00	  0.00
ACACT1m	2 accoa_m  -> aacoa_m + coa_m 	YPL028W	  0.00	999999.00	  0.00
EX_zymst_e	zymst_e  -> 		  0.00	999999.00	  0.00
EX_zymstest_SC_e	zymstest_SC_e  -> 		  0.00	999999.00	  0.00
FA100tp	dca_c  -> dca_x 		  0.00	999999.00	  0.00
ACACT4p	3odcoa_x + coa_x  -> accoa_x + occoa_x 	YIL160C	  0.00	999999.00	  0.00
FA120ACPHi	ddcaACP_c + h2o_c  <=> ACP_c + ddca_c + h_c 	YKL182W and YPL231W	-999999.00	999999.00	  0.00
FACOAL161	atp_c + coa_c + hdcea_c  <=> amp_c + hdcoa_c + ppi_c 	YOR317W or YIL009W or YMR246W	-999999.00	999999.00	  0.00
FACOAL161p	atp_x + coa_x + hdcea_x  <=> amp_x + hdcoa_x + ppi_x 	YER015W	-999999.00	999999.00	  0.00
FA120ACPtm	ddcaACP_m  -> ddcaACP_c 		  0.00	999999.00	  0.00
ACACT5p	3oddcoa_x + coa_x  -> accoa_x + dcacoa_x 	YIL160C	  0.00	999999.00	  0.00
FA120tp	ddca_c  -> ddca_x 		  0.00	999999.00	  0.00
FA140ACPHi	h2o_c + myrsACP_c  <=> ACP_c + h_c + ttdca_c 	YKL182W and YPL231W	-999999.00	999999.00	  0.00
FACOAL180	atp_c + coa_c + ocdca_c  <=> amp_c + ppi_c + stcoa_c 	YOR317W or YIL009W or YMR246W	-999999.00	999999.00	  0.00
FACOAL181	atp_c + coa_c + ocdcea_c  <=> amp_c + ppi_c + odecoa_c 	YOR317W or YIL009W or YMR246W	-999999.00	999999.00	  0.00
FACOAL182	atp_c + coa_c + ocdcya_c  <=> amp_c + ppi_c + ocdycacoa_c 	YOR317W or YMR246W or YIL009W	-999999.00	999999.00	  0.00
FA140ACPtm	myrsACP_m  -> myrsACP_c 		  0.00	999999.00	  0.00
FACOAL240p	atp_x + coa_x + ttc_x  <=> amp_x + ppi_x + ttccoa_x 	YBR041W	-999999.00	999999.00	  0.00
FA140COAabcp	atp_x + h2o_x + tdcoa_c  -> adp_x + h_x + pi_x + tdcoa_x 	YPL147W and YKL188C	  0.00	999999.00	  0.00
FA140tp	ttdca_c  -> ttdca_x 		  0.00	999999.00	  0.00
FA141ACPHi	h2o_c + tdeACP_c  <=> ACP_c + h_c + ttdcea_c 	YKL182W and YPL231W	-999999.00	999999.00	  0.00
FA141ACPtm	tdeACP_m  -> tdeACP_c 		  0.00	999999.00	  0.00
FACOAL260p	atp_x + coa_x + hexc_x  <=> amp_x + hexccoa_x + ppi_x 	YBR041W	-999999.00	999999.00	  0.00
FACOAL80p	atp_x + coa_x + octa_x  <=> amp_x + occoa_x + ppi_x 	YER015W	-999999.00	999999.00	  0.00
FADFMNtm	fad_c + fmn_m  -> fad_m + fmn_c 	YIL134W	  0.00	999999.00	  0.00
FALDH	fald_c + gthrd_c + nad_c  <=> Sfglutth_c + h_c + nadh_c 	YDL168W	-999999.00	999999.00	  0.00
FA141COAabcp	atp_x + h2o_x + tdecoa_c  -> adp_x + h_x + pi_x + tdecoa_x 	YPL147W and YKL188C	  0.00	999999.00	  0.00
FAS161ACPm	4 h_m + malACP_m + myrsACP_m + o2_m + 3 nadph_m  -> ACP_m + co2_m + 3 h2o_m + hdeACP_m + 3 nadp_m 	YKL192C and YER061C and YHR067W and YOR221C and YBR026C and YKL055C	  0.00	999999.00	  0.00
FA141tp	ttdcea_c  -> ttdcea_x 		  0.00	999999.00	  0.00
FA160ACPHi	h2o_c + palmACP_c  <=> ACP_c + h_c + hdca_c 	YKL182W and YPL231W	-999999.00	999999.00	  0.00
FA160ACPtm	palmACP_m  -> palmACP_c 		  0.00	999999.00	  0.00
FA160COAabcp	atp_x + h2o_x + pmtcoa_c  -> adp_x + h_x + pi_x + pmtcoa_x 	YPL147W and YKL188C	  0.00	999999.00	  0.00
FAO141p_even	6 coa_x + 6 h2o_x + 6 o2_x + 6 nad_x + nadph_x + tdecoa_x  -> 7 accoa_x + 6 h2o2_x + 5 h_x + 6 nadh_x + nadp_x 	( YLR284C and YKR009C and YIL160C and YGL205W and YNL202W ) or ( YOR180C and YKR009C and YIL160C and YGL205W and YNL202W ) or ( YOR180C and YLR284C and YKR009C and YIL160C and YGL205W and YNL202W )	  0.00	999999.00	  0.00
FAO141p_odd	6 coa_x + 6 h2o_x + 5 o2_x + 6 nad_x + tdecoa_x  -> 7 accoa_x + 5 h2o2_x + 6 h_x + 6 nadh_x 	( YLR284C and YKR009C and YIL160C and YGL205W ) or ( YOR180C and YKR009C and YIL160C and YGL205W )	  0.00	999999.00	  0.00
FAO161p_even	7 coa_x + 7 h2o_x + hdcoa_x + 7 o2_x + 7 nad_x + nadph_x  -> 8 accoa_x + 7 h2o2_x + 6 h_x + 7 nadh_x + nadp_x 	( YLR284C and YKR009C and YIL160C and YGL205W and YNL202W ) or ( YOR180C and YKR009C and YIL160C and YGL205W and YNL202W ) or ( YOR180C and YLR284C and YKR009C and YIL160C and YGL205W and YNL202W )	  0.00	999999.00	  0.00
FAO161p_odd	7 coa_x + 7 h2o_x + hdcoa_x + 6 o2_x + 7 nad_x  -> 8 accoa_x + 6 h2o2_x + 7 h_x + 7 nadh_x 	( YLR284C and YKR009C and YIL160C and YGL205W ) or ( YOR180C and YKR009C and YIL160C and YGL205W )	  0.00	999999.00	  0.00
FAO181p_even	8 coa_x + 8 h2o_x + 8 o2_x + 8 nad_x + nadph_x + odecoa_x  -> 9 accoa_x + 8 h2o2_x + 7 h_x + 8 nadh_x + nadp_x 	( YLR284C and YKR009C and YIL160C and YGL205W and YNL202W ) or ( YOR180C and YKR009C and YIL160C and YGL205W and YNL202W ) or ( YOR180C and YLR284C and YKR009C and YIL160C and YGL205W and YNL202W )	  0.00	999999.00	  0.00
FA160tp	hdca_c  -> hdca_x 		  0.00	999999.00	  0.00
FA161ACPHi	h2o_c + hdeACP_c  <=> ACP_c + h_c + hdcea_c 	YKL182W and YPL231W	-999999.00	999999.00	  0.00
FA161ACPtm	hdeACP_m  -> hdeACP_c 		  0.00	999999.00	  0.00
FAO181p_odd	8 coa_x + 8 h2o_x + 7 o2_x + 8 nad_x + odecoa_x  -> 9 accoa_x + 7 h2o2_x + 8 h_x + 8 nadh_x 	( YLR284C and YKR009C and YIL160C and YGL205W ) or ( YOR180C and YKR009C and YIL160C and YGL205W )	  0.00	999999.00	  0.00
FAS180	3 h_c + malcoa_c + hdca_c + 2 nadph_c  -> co2_c + coa_c + h2o_c + ocdca_c + 2 nadp_c 	YGR037C and YNR016C and ( YKL182W and YPL231W )	  0.00	999999.00	  0.00
FAO182p_eveneven	8 coa_x + 8 h2o_x + 8 o2_x + 8 nad_x + ocdycacoa_x + 2 nadph_x  -> 9 accoa_x + 8 h2o2_x + 6 h_x + 8 nadh_x + 2 nadp_x 	( YOR180C and YKR009C and YIL160C and YGL205W and YNL202W ) or ( YLR284C and YKR009C and YIL160C and YGL205W and YNL202W ) or ( YOR180C and YLR284C and YKR009C and YIL160C and YGL205W and YNL202W )	  0.00	999999.00	  0.00
FAO182p_evenodd	8 coa_x + 8 h2o_x + 7 o2_x + 8 nad_x + ocdycacoa_x + nadph_x  -> 9 accoa_x + 7 h2o2_x + 7 h_x + 8 nadh_x + nadp_x 	( YLR284C and YKR009C and YIL160C and YGL205W and YNL202W ) or ( YOR180C and YKR009C and YIL160C and YGL205W and YNL202W )	  0.00	999999.00	  0.00
FAO182p_oddodd	8 coa_x + 8 h2o_x + 6 o2_x + 8 nad_x + ocdycacoa_x  -> 9 accoa_x + 6 h2o2_x + 8 h_x + 8 nadh_x 	( YLR284C and YKR009C and YIL160C and YGL205W ) or ( YOR180C and YKR009C and YIL160C and YGL205W )	  0.00	999999.00	  0.00
FAO240p	3 coa_x + 3 h2o_x + 3 o2_x + 3 nad_x + ttccoa_x  -> 3 accoa_x + 3 h2o2_x + 3 h_x + 3 nadh_x + stcoa_x 	YKR009C and YIL160C and YGL205W	  0.00	999999.00	  0.00
FAO80p	3 coa_x + 3 h2o_x + 3 o2_x + 3 nad_x + occoa_x  -> 4 accoa_x + 3 h2o2_x + 3 h_x + 3 nadh_x 	YKR009C and YIL160C and YGL205W	  0.00	999999.00	  0.00
FAS100	3 h_c + malcoa_c + 2 nadph_c + octa_c  -> co2_c + coa_c + dca_c + h2o_c + 2 nadp_c 	YGR037C and YNR016C and ( YKL182W and YPL231W )	  0.00	999999.00	  0.00
FA161COAabcp	atp_x + h2o_x + hdcoa_c  -> adp_x + h_x + hdcoa_x + pi_x 	YPL147W and YKL188C	  0.00	999999.00	  0.00
FA161tp	hdcea_c  -> hdcea_x 		  0.00	999999.00	  0.00
FA180ACPH	h2o_c + ocdcaACP_c  <=> ACP_c + h_c + ocdca_c 	YKL182W and YPL231W	-999999.00	999999.00	  0.00
FA180ACPtm	ocdcaACP_m  -> ocdcaACP_c 		  0.00	999999.00	  0.00
FA180COAabcp	atp_x + h2o_x + stcoa_c  -> adp_x + h_x + pi_x + stcoa_x 	YPL147W and YKL188C	  0.00	999999.00	  0.00
FA181ACPH	h2o_c + octeACP_c  <=> ACP_c + h_c + ocdcea_c 	YKL182W and YPL231W	-999999.00	999999.00	  0.00
FA181ACPtm	octeACP_m  -> octeACP_c 		  0.00	999999.00	  0.00
FA181COAabcp	atp_x + h2o_x + odecoa_c  -> adp_x + h_x + pi_x + odecoa_x 	YPL147W and YKL188C	  0.00	999999.00	  0.00
FA182ACPH	h2o_c + ocdcyaACP_c  <=> ACP_c + h_c + ocdcya_c 	YKL182W and YPL231W	-999999.00	999999.00	  0.00
FA182ACPtm	ocdcyaACP_m  -> ocdcyaACP_c 		  0.00	999999.00	  0.00
FA182COAabcp	atp_x + h2o_x + ocdycacoa_c  -> adp_x + h_x + pi_x + ocdycacoa_x 	YPL147W and YKL188C	  0.00	999999.00	  0.00
FA240tp	ttc_c  -> ttc_x 	YBR041W	  0.00	999999.00	  0.00
FAS100ACPm	3 h_m + malACP_m + ocACP_m + 2 nadph_m  -> ACP_m + co2_m + dcaACP_m + h2o_m + 2 nadp_m 	YKL192C and YER061C and YHR067W and YOR221C and YBR026C and YKL055C	  0.00	999999.00	  0.00
FAS100COA	3 h_c + malcoa_c + occoa_c + 2 nadph_c  -> dcacoa_c + co2_c + coa_c + h2o_c + 2 nadp_c 	YGR037C and YNR016C and ( YKL182W and YPL231W )	  0.00	999999.00	  0.00
FAS120	dca_c + 3 h_c + malcoa_c + 2 nadph_c  -> ddca_c + co2_c + coa_c + h2o_c + 2 nadp_c 	YGR037C and YNR016C and ( YKL182W and YPL231W )	  0.00	999999.00	  0.00
FAS120ACPm	dcaACP_m + 3 h_m + malACP_m + 2 nadph_m  -> ACP_m + ddcaACP_m + co2_m + h2o_m + 2 nadp_m 	YKL192C and YER061C and YHR067W and YOR221C and YBR026C and YKL055C	  0.00	999999.00	  0.00
FAS120COA	dcacoa_c + 3 h_c + malcoa_c + 2 nadph_c  -> ddcacoa_c + co2_c + coa_c + h2o_c + 2 nadp_c 	YGR037C and YNR016C and ( YKL182W and YPL231W )	  0.00	999999.00	  0.00
FAS140	ddca_c + 3 h_c + malcoa_c + 2 nadph_c  -> co2_c + coa_c + h2o_c + 2 nadp_c + ttdca_c 	YGR037C and YNR016C and ( YKL182W and YPL231W )	  0.00	999999.00	  0.00
FAS140ACPm	ddcaACP_m + 3 h_m + malACP_m + 2 nadph_m  -> ACP_m + co2_m + h2o_m + myrsACP_m + 2 nadp_m 	YKL192C and YER061C and YHR067W and YOR221C and YBR026C and YKL055C	  0.00	999999.00	  0.00
FAS140COA	ddcacoa_c + 3 h_c + malcoa_c + 2 nadph_c  -> co2_c + coa_c + h2o_c + 2 nadp_c + tdcoa_c 	YGR037C and YNR016C and ( YKL182W and YPL231W )	  0.00	999999.00	  0.00
FAS141	ddca_c + 4 h_c + malcoa_c + 3 nadph_c + o2_c  -> co2_c + coa_c + 3 h2o_c + 3 nadp_c + ttdcea_c 	YJL196C	  0.00	999999.00	  0.00
FA260tp	hexc_c  -> hexc_x 	YBR041W	  0.00	999999.00	  0.00
FA80tp	octa_c  -> octa_x 		  0.00	999999.00	  0.00
FACOAL100p	atp_x + dca_x + coa_x  <=> amp_x + dcacoa_x + ppi_x 	YER015W	-999999.00	999999.00	  0.00
FAS141ACPm	ddcaACP_m + 4 h_m + malACP_m + o2_m + 3 nadph_m  -> ACP_m + co2_m + 3 h2o_m + 3 nadp_m + tdeACP_m 	YKL192C and YER061C and YHR067W and YOR221C and YBR026C and YKL055C	  0.00	999999.00	  0.00
FACOAL120p	atp_x + ddca_x + coa_x  <=> amp_x + ddcacoa_x + ppi_x 	YER015W	-999999.00	999999.00	  0.00
FACOAL140	atp_c + coa_c + ttdca_c  <=> amp_c + ppi_c + tdcoa_c 	YOR317W or YIL009W or YMR246W	-999999.00	999999.00	  0.00
FACOAL140p	atp_x + coa_x + ttdca_x  <=> amp_x + ppi_x + tdcoa_x 	YER015W	-999999.00	999999.00	  0.00
